"nom","prénom","groupe","rattachement_parti","sexe","département","id_nosdeputes","url_institution"
"DOMBREVAL","Loîc","LREM","En Marche !","H","Alpes-Maritimes","loic-dombreval","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718894"
"CIOTTI","Eric","LR","Les Républicains","H","Alpes-Maritimes","eric-ciotti","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA330240"
"PICHEREAU","Damien","LREM","En Marche !","H","Sarthe","damien-pichereau","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721372"
"PAUGET","Eric","LR","Les Républicains","H","Alpes-Maritimes","eric-pauget","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718784"
"TRASTOUR-ISNART","Laurence","LR","Les Républicains","F","Alpes-Maritimes","laurence-trastour-isnart","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718780"
"BRENIER","Marine","LC","Les Républicains","F","Alpes-Maritimes","marine-brenier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA713448"
"VALETTA ARDISSON","Alexandra","LREM","En Marche !","F","Alpes-Maritimes","alexandra-valetta-ardisson","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718768"
"TABAROT","Michèle","LR","Les Républicains","F","Alpes-Maritimes","michele-tabarot","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267794"
"BROCHAND","Bernard","LR","Les Républicains","H","Alpes-Maritimes","bernard-brochand","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA223837"
"LE FOLL","Stéphane","NG","Parti Socialiste","H","Sarthe","stephane-le-foll","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA588886"
"BATUT","Xavier","LREM","En Marche !","H","Seine-Maritime","xavier-batut","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721522"
"ABADIE","Caroline","LREM","En Marche !","F","Isère","caroline-abadie","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719866"
"JACQUIER-LAFORGE","Elodie","MODEM","Mouvement Démocrate","F","Isère","elodie-jacquier-laforge","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719874"
"BATTISTEL","Marie-Noëlle","NG","Parti Socialiste","F","Isère","marie-noelle-battistel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA342415"
"KAMOWSKI","Catherine","LREM","En Marche !","F","Isère","catherine-kamowski","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719994"
"MOTIN","Cendra","LREM","En Marche !","F","Isère","cendra-motin","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719850"
"LIMON","Monique","LREM","En Marche !","F","Isère","monique-limon","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719858"
"VERAN","Olivier","LREM","En Marche !","H","Isère","olivier-veran","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642788"
"COLAS-ROY","Jean-Charles","LREM","En Marche !","H","Isère","jean-charles-colas-roy","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719740"
"CHALAS","Emilie","LREM","En Marche !","F","Isère","emilie-chalas","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719748"
"RUBIN","Sabine","LFI","La France Insoumise","F","Seine-Saint-Denis","sabine-rubin","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721226"
"CHARRIÈRE","Sylvie","LREM","En Marche !","F","Seine-Saint-Denis","sylvie-charriere","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721218"
"LAGARDE","Jean-Christophe","LC","Union Des Démocrates, Radicaux Et Libéraux","H","Seine-Saint-Denis","jean-christophe-lagarde","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA268019"
"BUFFET","Marie-George","GDR","Parti Communiste Francais","F","Seine-Saint-Denis","marie-george-buffet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA689"
"GRELIER","Jean-Carles","LR","Les Républicains","H","Sarthe","jean-carles-grelier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267318"
"LACHAUD","Bastien","LFI","La France Insoumise","H","Seine-Saint-Denis","bastien-lachaud","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720846"
"COQUEREL","Éric","LFI","La France Insoumise","H","Seine-Saint-Denis","eric-coquerel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721202"
"ANATO","Patrice","LREM","En Marche !","H","Seine-Saint-Denis","patrice-anato","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721278"
"PEU","Stéphane","GDR","Parti Communiste Francais","H","Seine-Saint-Denis","stephane-peu","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721270"
"RAUCH","Isabelle","LREM","En Marche !","F","Moselle","isabelle-rauch","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720552"
"HAMMOUCHE","Brahim","MODEM","Mouvement Démocrate","H","Moselle","brahim-hammouche","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720326"
"GRIES-TRISSE","Nicole","LREM","En Marche !","F","Moselle","nicole-trisse","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720394"
"DI FILIPPO","Fabien","LR","Les Républicains","H","Moselle","fabien-di-filippo","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720386"
"ZANNIER","Hélène","LREM","En Marche !","F","Moselle","helene-zannier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720318"
"AREND","Christophe","LREM","En Marche !","H","Moselle","christophe-arend","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720310"
"BELHADDAD","Belkhir","LREM","En Marche !","H","Moselle","belkhir-belhaddad","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720362"
"NURY","Jérôme","LR","Les Républicains","H","Orne","jerome-nury","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720644"
"LIOGER","Richard","LREM","En Marche !","H","Moselle","richard-lioger","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720378"
"MENDES","Ludovic","LREM","En Marche !","H","Moselle","ludovic-mendes","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720370"
"GAULTIER","Jean-Jacques","LR","Les Républicains","H","Vosges","jean-jacques-gaultier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267324"
"VIRY","Stéphane","LR","Les Républicains","H","Vosges","stephane-viry","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721474"
"CHERPION","Gérard","LR","Les Républicains","H","Vosges","gerard-cherpion","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA856"
"GASSILLOUD","Thomas","LREM","En Marche !","H","Rhône","thomas-gassilloud","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722358"
"ROBERT","Thierry","MODEM","La Politique Autrement","H","Réunion","thierry-robert","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA610733"
"ZUMKELLER","Michel","LC","Union Des Démocrates, Radicaux Et Libéraux","H","Territoire de Belfort","michel-zumkeller","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267330"
"TAURINE","Bénédicte","LFI","La France Insoumise","F","Ariège","benedicte-taurine","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718860"
"LARIVE","Michel","LFI","La France Insoumise","H","Ariège","michel-larive","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718868"
"BOUCARD","Ian","LR","Les Républicains","H","Territoire de Belfort","ian-boucard","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721816"
"AUCONIE","Sophie","LC","Union Des Démocrates, Radicaux Et Libéraux","F","Indre-et-Loire","sophie-auconie","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719806"
"LABARONNE","Daniel","LREM","En Marche !","H","Indre-et-Loire","daniel-labaronne","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719798"
"CHALUMEAU","Philippe","LREM","En Marche !","H","Indre-et-Loire","philippe-chalumeau","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719790"
"THILLAYE","Sabine","LREM","En Marche !","F","Indre-et-Loire","sabine-thillaye","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719822"
"COLBOC","Fabienne","LREM","En Marche !","F","Indre-et-Loire","fabienne-colboc","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719814"
"FIAT","Caroline","LFI","La France Insoumise","F","Meurthe-et-Moselle","caroline-fiat","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720286"
"MATTEI","Jean-Paul","MODEM","Mouvement Démocrate","H","Pyrénées-Atlantiques","jean-paul-mattei","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720728"
"BAZIN","Thibault","LR","Les Républicains","H","Meurthe-et-Moselle","thibault-bazin","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642847"
"POTIER","Dominique","NG","Parti Socialiste","H","Meurthe-et-Moselle","dominique-potier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA607553"
"GARCIA","Laurent","MODEM","Mouvement Démocrate","H","Meurthe-et-Moselle","laurent-garcia","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720178"
"BRU","Vincent","MODEM","Mouvement Démocrate","H","Pyrénées-Atlantiques","vincent-bru","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720772"
"LASSERRE","Florence","MODEM","Mouvement Démocrate","F","Pyrénées-Atlantiques","florence-lasserre-david","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720764"
"GRANDJEAN","Carole","LREM","En Marche !","F","Meurthe-et-Moselle","carole-grandjean","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720170"
"GENETET","Anne","LREM","En Marche !","F","Français établis hors de France","anne-genetet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721024"
"LAKRAFI","Amal Amélia","LREM","En Marche !","F","Français établis hors de France","amal-amelia-lakrafi","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721004"
"KRABAL","Jacques","LREM","En Marche !","H","Aisne","jacques-krabal","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605084"
"DELATTE","Marc","LREM","En Marche !","H","Aisne","marc-delatte","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718694"
"DESCAMPS","Béatrice","LC","Union Des Démocrates, Radicaux Et Libéraux","F","Nord","beatrice-descamps","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720696"
"DIVE","Julien","LR","Les Républicains","H","Aisne","julien-dive","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA712015"
"BONO-VANDORME","Aude","LREM","En Marche !","F","Aisne","aude-bono-vandorme","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718756"
"HERBILLON","Michel","LR","Les Républicains","H","Val-de-Marne","michel-herbillon","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA1630"
"GIRARDIN","Éric","LREM","En Marche !","H","Marne","eric-girardin","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720222"
"KURIC","Aina","LREM","En Marche !","F","Marne","aina-kuric","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720214"
"BEAUVAIS","Valérie","LR","Les Républicains","F","Marne","valerie-beauvais","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720210"
"DE COURSON","Charles","LC","Union Des Démocrates, Radicaux Et Libéraux","H","Marne","charles-de-courson","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA942"
"MAGNIER","Lise","LC","Les Républicains","F","Marne","lise-magnier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720230"
"GRANJUS","Florence","LREM","En Marche !","F","Yvelines","florence-granjus","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722062"
"HAÏ","Nadia","LREM","En Marche !","F","Yvelines","nadia-hai","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722054"
"BERGÉ","Aurore","LREM","En Marche !","F","Yvelines","aurore-berge","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722046"
"KAMARDINE","Mansour","LR","Les Républicains","H","Mayotte","mansour-kamardine","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267901"
"ALI","Ramlati","LREM","Parti Socialiste","F","Mayotte","ramlati-ali","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA724827"
"DO","Stéphanie","LREM","En Marche !","F","Seine-et-Marne","stephanie-do","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721718"
"FAURE","Olivier","NG","Parti Socialiste","H","Seine-et-Marne","olivier-faure","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA609332"
"BOYER","Pascale","LREM","En Marche !","F","Hautes-Alpes","pascale-boyer","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718710"
"GIRAUD","Joël","LREM","En Marche !","H","Hautes-Alpes","joel-giraud","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267336"
"DUBOIS","Jacqueline","LREM","En Marche !","F","Dordogne","jacqueline-dubois","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719162"
"CUBERTAFON","Jean-Pierre","MODEM","Mouvement Démocrate","H","Dordogne","jean-pierre-cubertafon","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719266"
"DELPON","Michel","LREM","En Marche !","H","Dordogne","michel-delpon","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719258"
"CHASSAING","Philippe","LREM","En Marche !","H","Dordogne","philippe-chassaing","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719250"
"PARK","Zivka","LREM","En Marche !","F","Val-d'Oise","zivka-park","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720944"
"PUPPONI","François","NG","Parti Socialiste","H","Val-d'Oise","francois-pupponi","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA405480"
"RILHAC","Cecile","LREM","En Marche !","F","Val-d'Oise","cecile-rilhac","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720900"
"VUILLETET","Guillaume","LREM","En Marche !","H","Val-d'Oise","guillaume-vuilletet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721262"
"MULLER-QUOY","Isabelle","LREM","En Marche !","F","Val-d'Oise","isabelle-muller-quoy","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721254"
"DA SILVA","Dominique","LREM","En Marche !","H","Val-d'Oise","dominique-da-silva","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720932"
"ELIMAS","Nathalie","MODEM","Mouvement Démocrate","F","Val-d'Oise","nathalie-elimas","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720924"
"LAZAAR","Fiona","LREM","En Marche !","F","Val-d'Oise","fiona-lazaar","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720916"
"MOUTCHOU","Naïma","LREM","En Marche !","F","Val-d'Oise","naima-moutchou","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720908"
"DOOR","Jean-Pierre","LR","Les Républicains","H","Loiret","jean-pierre-door","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267289"
"DUBOIS","Marianne","LR","Les Républicains","F","Loiret","marianne-dubois","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA342935"
"RAMOS","Richard","MODEM","Mouvement Démocrate","H","Loiret","richard-ramos","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720092"
"FUGIT","Jean-Luc","LREM","En Marche !","H","Rhône","jean-luc-fugit","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722366"
"RIST","Stéphanie","LREM","En Marche !","F","Loiret","stephanie-rist","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720066"
"JANVIER","Caroline","LREM","En Marche !","F","Loiret","caroline-janvier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720074"
"DE GANAY","Claude","LR","Les Républicains","H","Loiret","claude-de-ganay","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267735"
"RATENON","Jean Hugues","LFI","Rézistans Égalité 974","H","Réunion","jean-hugues-ratenon","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721062"
"DUBY-MULLER","Virginie","LR","Les Républicains","F","Haute-Savoie","virginie-duby-muller","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608826"
"LENNE","Marion","LREM","En Marche !","F","Haute-Savoie","marion-lenne","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721450"
"ROSEREN","Xavier","LREM","En Marche !","H","Haute-Savoie","xavier-roseren","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721458"
"VAINQUEUR-CHRISTOPHE","Hélène","NG","Parti Socialiste","F","Guadeloupe","helene-vainqueur-christophe","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA643145"
"RIOTTON","Véronique","LREM","En Marche !","F","Haute-Savoie","veronique-riotton","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721426"
"LARDET","Frédérique","LREM","En Marche !","F","Haute-Savoie","frederique-lardet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721434"
"SADDIER","Martial","LR","Les Républicains","H","Haute-Savoie","martial-saddier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267527"
"CESARINI","Jean-François","LREM","En Marche !","H","Vaucluse","jean-francois-cesarini","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721860"
"POIRSON","Brune","LREM","En Marche !","F","Vaucluse","brune-poirson","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721872"
"BOUCHET","Jean-Claude","LR","Les Républicains","H","Vaucluse","jean-claude-bouchet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA336316"
"AUBERT","Julien","LR","Les Républicains","H","Vaucluse","julien-aubert","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA609726"
"BOMPARD","Jacques","NI","Union Des Patriotes","H","Vaucluse","jacques-bompard","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA563"
"O'PETIT","Claire","LREM","En Marche !","F","Eure","claire-o-petit","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719364"
"DARRIEUSSECQ","Geneviève","MODEM","Mouvement Démocrate","F","Landes","genevieve-darrieussecq","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719914"
"MOREAU","Jean-Baptiste","LREM","En Marche !","H","Creuse","jean-baptiste-moreau","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719242"
"VALLAUD","Boris","NG","Parti Socialiste","H","Landes","boris-vallaud","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719930"
"CAUSSE","Lionel","LREM","En Marche !","H","Landes","lionel-causse","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719922"
"DUMONT","Laurence","NG","Parti Socialiste","F","Calvados","laurence-dumont","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA1198"
"LECLERC","Sébastien","LR","Les Républicains","H","Calvados","sebastien-leclerc","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA340853"
"LE VIGOUREUX","Fabrice","LREM","En Marche !","H","Calvados","fabrice-le-vigoureux","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719006"
"TOURRET","Alain","LREM","En Marche !","H","Calvados","alain-tourret","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA2828"
"BLANCHET","Christophe","LREM","En Marche !","H","Calvados","christophe-blanchet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719024"
"BOUYX","Bertrand","LREM","En Marche !","H","Calvados","bertrand-bouyx","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719032"
"VERDIER-JOUCLAS","Marie-Christine","LREM","En Marche !","F","Tarn","marie-christine-verdier-jouclas","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721542"
"TERLIER","Jean","LREM","En Marche !","H","Tarn","jean-terlier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721584"
"BROTHERSON","Moeta","GDR","Tavini Huiraatira No Te Ao Maohi - Front de Libération de Polynésie","H","Polynésie Française","moetai-brotherson","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721118"
"SANQUER","Nicole","LC","Tapura Huiraatira","F","Polynésie Française","nicole-sanquer","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721110"
"SAGE","Maina","LC","Tapura Huiraatira","F","Polynésie Française","maina-sage","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA702052"
"TAMARELLE-VERHAEGHE","Marie","LREM","Mouvement Démocrate","F","Eure","marie-tamarelle-verhaeghe","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719350"
"DIRX","Benjamin","LREM","En Marche !","H","Saône-et-Loire","benjamin-dirx","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722382"
"REBEYROTTE","Rémy","LREM","En Marche !","H","Saône-et-Loire","remy-rebeyrotte","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722398"
"CORNELOUP","Josiane","LR","Les Républicains","F","Saône-et-Loire","josiane-corneloup","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722390"
"GAUVAIN","Raphaël","LREM","En Marche !","H","Saône-et-Loire","raphael-gauvain","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721364"
"UNTERMAIER","Cécile","NG","Parti Socialiste","F","Saône-et-Loire","cecile-untermaier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608695"
"DUNOYER","Philippe","LC","Caledonie Ensemble","H","Nouvelle-Calédonie","philippe-dunoyer","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721094"
